Movie Name,Year of Release,Watch Time,Movie Rating,Metascore of movie,Gross,Votes,Description,Ids,TMDB_Id,TMDB_Genre,Action,Adventure,Animation,Comedy,Crime,Documentary,Drama,Family,Fantasy,History,Horror,Music,Mystery,Romance,SciFi,TV,Thriller,War,Western,Bad Words
Ah-ga-ssi,2016,145,8.1,85.0,2.01,"1,60,072","A woman is hired as a handmaiden to a Japanese heiress, but secretly she is involved in a plot to defraud her.","(290098, [53, 18, 10749])",290098.0,"[53, 18, 10749]",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,34
Ratatouille,2007,111,8.1,96.0,206.45,"7,79,088",A rat who can cook makes an unusual alliance with a young kitchen worker at a famous Paris restaurant.,"(2062, [16, 35, 10751, 14])",2062.0,"[16, 35, 10751, 14]",0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
La haine,1995,98,8.1,8.047058823529412,0.31,"1,84,444",24 hours in the lives of three young men in the French suburbs the day after a violent riot.,"(406, [18])",406.0,[18],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,114
The Help,2011,146,8.1,62.0,169.71,"4,76,372","An aspiring author during the civil rights movement of the 1960s decides to write a book detailing the African American maids' point of view on the white families for which they work, and the hardships they go through on a daily basis.","(50014, [18])",50014.0,[18],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,17
Logan,2017,137,8.1,77.0,226.28,"7,97,391","In a future where mutants are nearly extinct, an elderly and weary Logan leads a quiet life. But when Laura, a mutant child pursued by scientists, comes to him for help, he must get her to safety.","(263115, [28, 18, 878])",263115.0,"[28, 18, 878]",1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,90
"Three Billboards Outside Ebbing, Missouri",2017,115,8.1,88.0,54.51,"5,31,697",A mother personally challenges the local authorities to solve her daughter's murder when they fail to catch the culprit.,"(359940, [80, 18])",359940.0,"[80, 18]",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,130
Fargo,1996,98,8.1,86.0,24.61,"6,98,098",Minnesota car salesman Jerry Lundegaard's inept crime falls apart due to his and his henchmen's bungling and the persistent police work of the quite pregnant Marge Gunderson.,"(275, [80, 18, 53])",275.0,"[80, 18, 53]",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,79
Inside Out,2015,95,8.1,94.0,356.46,"7,46,886","After young Riley is uprooted from her Midwest life and moved to San Francisco, her emotions - Joy, Fear, Anger, Disgust and Sadness - conflict on how best to navigate a new city, house, and school.","(150540, [16, 10751, 12, 18, 35])",150540.0,"[16, 10751, 12, 18, 35]",0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Rocky,1976,120,8.1,70.0,117.24,"6,05,128",A small-time Philadelphia boxer gets a supremely rare chance to fight the world heavyweight champion in a bout in which he strives to go the distance for his self-respect.,"(1366, [18, 10749])",1366.0,"[18, 10749]",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,19
Dead Poets Society,1989,128,8.1,79.0,95.86,"5,16,660",Maverick teacher John Keating uses poetry to embolden his boarding school students to new heights of self-expression.,"(207, [18])",207.0,[18],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12
The Wizard of Oz,1939,102,8.1,92.0,2.08,"4,14,083","Young Dorothy Gale and her dog Toto are swept away by a tornado from their Kansas farm to the magical Land of Oz, and embark on a quest with three new friends to see the Wizard, who can return her to her home and fulfill the others' wishes.","(630, [12, 14, 10751])",630.0,"[12, 14, 10751]",0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Salinui chueok,2003,131,8.1,82.0,0.01,"1,99,792","In a small Korean province in 1986, two detectives struggle with the case of multiple young women being found raped and murdered by an unknown culprit.","(11423, [80, 18, 53])",11423.0,"[80, 18, 53]",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,-1
Into the Wild,2007,148,8.1,73.0,18.35,"6,39,564","After graduating from Emory University, top student and athlete Christopher McCandless abandons his possessions, gives his entire $24,000 savings account to charity and hitchhikes to Alaska to live in the wilderness. Along the way, Christopher encounters a series of characters that shape his life.","(5915, [12, 18])",5915.0,"[12, 18]",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,22
Warrior,2011,140,8.1,71.0,13.66,"4,85,065","The youngest son of an alcoholic former boxer returns home, where he's trained by his father for competition in a mixed martial arts tournament - a path that puts the fighter on a collision course with his estranged, older brother.","(59440, [18, 28])",59440.0,"[18, 28]",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,26
Trainspotting,1996,93,8.1,83.0,16.5,"7,05,757","Renton, deeply immersed in the Edinburgh drug scene, tries to clean up and get out, despite the allure of the drugs and influence of friends.","(627, [18, 80])",627.0,"[18, 80]",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,169
Spotlight,2015,129,8.1,93.0,45.06,"4,86,300","The true story of how the Boston Globe uncovered the massive scandal of child molestation and cover-up within the local Catholic Archdiocese, shaking the entire Catholic Church to its core.","(314365, [18, 36])",314365.0,"[18, 36]",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,37
Platoon,1986,120,8.1,92.0,138.53,"4,26,296","Chris Taylor, a neophyte recruit in Vietnam, finds himself caught in a battle of wills between two sergeants, one good and the other evil. A shrewd examination of the brutality of war and the duality of man in conflict.","(792, [18, 10752, 28])",792.0,"[18, 10752, 28]",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,258
"Monsters, Inc.",2001,92,8.1,79.0,289.92,"9,42,241","In order to power the city, monsters have to scare children so that they scream. However, the children are toxic to the monsters, and after a child gets through, two monsters realize things may not be what they think.","(585, [16, 35, 10751])",585.0,"[16, 35, 10751]",0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Before Sunrise,1995,101,8.1,77.0,5.54,"3,24,483","A young man and woman meet on a train in Europe, and wind up spending one evening together in Vienna. Unfortunately, both know that this will probably be their only night together.","(76, [18, 10749])",76.0,"[18, 10749]",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,29
Rush,2013,123,8.1,74.0,26.95,"4,95,815",The merciless 1970s rivalry between Formula One rivals James Hunt and Niki Lauda.,"(96721, [18, 28])",96721.0,"[18, 28]",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,43
"Lock, Stock and Two Smoking Barrels",1998,107,8.1,66.0,3.9,"5,99,221","Eddy persuades his three pals to pool money for a vital poker game against a powerful local mobster, Hatchet Harry. Eddy loses, after which Harry gives him a week to pay back 500,000 pounds.","(100, [35, 80])",100.0,"[35, 80]",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155
Room,2015,118,8.1,86.0,14.68,"4,35,564","A little boy is held captive in a room with his mother since his birth, so he has never known the world outside.","(264644, [18, 53])",264644.0,"[18, 53]",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,13
Portrait de la jeune fille en feu,2019,122,8.1,95.0,3.76,"1,00,794","On an isolated island in Brittany at the end of the eighteenth century, a female painter is obliged to paint a wedding portrait of a young woman.","(531428, [18, 10749])",531428.0,"[18, 10749]",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,48
The Deer Hunter,1978,183,8.1,86.0,48.98,"3,49,246",An in-depth examination of the ways in which the Vietnam War impacts and disrupts the lives of several friends in a small steel mill town in Pennsylvania.,"(11778, [18, 10752])",11778.0,"[18, 10752]",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,100
The Sound of Music,1965,172,8.1,63.0,163.21,"2,47,286",A young novice is sent by her convent in 1930s Austria to become a governess to the seven children of a widowed naval officer.,"(15121, [18, 10751, 10402, 10749])",15121.0,"[18, 10751, 10402, 10749]",0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,2
How to Train Your Dragon,2010,98,8.1,75.0,217.58,"7,69,718","A hapless young Viking who aspires to hunt dragons becomes the unlikely friend of a young dragon himself, and learns there may be more to the creatures than he assumed.","(10191, [14, 12, 16, 10751])",10191.0,"[14, 12, 16, 10751]",0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
12 Years a Slave,2013,134,8.1,96.0,56.67,"7,21,010","In the antebellum United States, Solomon Northup, a free black man from upstate New York, is abducted and sold into slavery.","(76203, [18, 36])",76203.0,"[18, 36]",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,21
Barry Lyndon,1975,185,8.1,89.0,188,"1,75,642",An Irish rogue wins the heart of a rich widow and assumes her dead husband's aristocratic position in 18th-century England.,"(3175, [18, 10749, 10752])",3175.0,"[18, 10749, 10752]",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,3
Cool Hand Luke,1967,127,8.1,92.0,16.22,"1,83,447","A laid-back Southern man is sentenced to two years in a rural prison, but refuses to conform.","(903, [80, 18])",903.0,"[80, 18]",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16
Raging Bull,1980,129,8.1,90.0,23.38,"3,66,488","The life of boxer Jake LaMotta, whose violence and temper that led him to the top in the ring destroyed his life outside of it.","(1578, [18])",1578.0,[18],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,106
Million Dollar Baby,2004,132,8.1,86.0,100.49,"7,04,185","Frankie, an ill-tempered old coach, reluctantly agrees to train aspiring boxer Maggie. Impressed with her determination and talent, he helps her become the best and the two soon form a close bond.","(70, [18])",70.0,[18],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,26
"Paris, Texas",1984,145,8.1,81.0,2.18,"1,11,924","Travis Henderson, an aimless drifter who has been missing for four years, wanders out of the desert and must reconnect with society, himself, his life, and his family.","(655, [18])",655.0,[18],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6
Gran Torino,2008,116,8.1,72.0,148.1,"7,94,579","After a Hmong teenager tries to steal his prized 1972 Gran Torino, a disgruntled, prejudiced Korean War veteran seeks to redeem both the boy and himself.","(13223, [18])",13223.0,[18],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,131
Fa yeung nin wah,2000,98,8.1,87.0,2.73,"1,58,620","Two neighbors form a strong bond after both suspect extramarital activities of their spouses. However, they agree to keep their bond platonic so as not to commit similar wrongs.","(None, None)",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Stalker,1979,162,8.1,85.0,0.23,"1,39,553",A guide leads two men through an area known as the Zone to find a room that grants wishes.,"(1004130, [27, 53])",1004130.0,"[27, 53]",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,12
Tonari no Totoro,1988,86,8.1,86.0,1.11,"3,57,787","When two girls move to the country to be near their ailing mother, they have adventures with the wondrous forest spirits who live nearby.","(8392, [14, 16, 10751])",8392.0,"[14, 16, 10751]",0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
The Red Shoes,1948,135,8.1,8.0,10.9,"37,278",A young ballet dancer is torn between the man she loves and her pursuit to become a prima ballerina.,"(486589, [16, 10749, 10751, 35, 14])",486589.0,"[16, 10749, 10751, 35, 14]",0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
In the Name of the Father,1993,133,8.1,84.0,25.01,"1,81,367",A man's coerced confession to an I.R.A. bombing he did not commit results in the imprisonment of his father as well. An English lawyer fights to free them.,"(7984, [18])",7984.0,[18],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,135
Hachi: A Dog's Tale,2009,93,8.1,7.892,236,"2,98,283",A college professor bonds with an abandoned dog he takes into his home.,"(28178, [18, 10751])",28178.0,"[18, 10751]",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Network,1976,121,8.1,83.0,#222,"1,64,777","A television network cynically exploits a deranged former anchor's ravings and revelations about the news media for its own profit, but finds that his message may be difficult to control.","(10774, [18])",10774.0,[18],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,51
Ben-Hur,1959,212,8.1,90.0,74.7,"2,46,746","After a Jewish prince is betrayed and sent into slavery by a Roman friend in 1st-century Jerusalem, he regains his freedom and comes back for revenge.","(665, [28, 18, 36, 12])",665.0,"[28, 18, 36, 12]",1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
The Iron Giant,1999,86,8.1,85.0,23.16,"2,13,283",A young boy befriends a giant robot from outer space that a paranoid government agent wants to destroy.,"(10386, [10751, 16, 878, 18])",10386.0,"[10751, 16, 878, 18]",0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,2
Det sjunde inseglet,1957,96,8.1,88.0,206,"1,91,678","A knight returning to Sweden after the Crusades seeks answers about life, death, and the existence of God as he plays chess against the Grim Reaper during the Black Plague.","(490, [14, 18])",490.0,"[14, 18]",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,-1
Before Sunset,2004,80,8.1,91.0,5.82,"2,76,929","Nine years after Jesse and Celine first met, they encounter each other again on the French leg of Jesse's book tour.","(80, [18, 10749])",80.0,"[18, 10749]",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,26
Relatos salvajes,2014,122,8.1,77.0,3.11,"2,07,584",Six short stories that explore the extremities of human behavior involving people in distress.,"(265195, [18, 53, 35])",265195.0,"[18, 53, 35]",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,-1
Koe no katachi,2016,130,8.1,78.0,,"92,088","A young man is ostracized by his classmates after he bullies a deaf girl to the point where she moves away. Years later, he sets off on a path for redemption.","(378064, [16, 18])",378064.0,"[16, 18]",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18
Persona,1966,85,8.1,86.0,246,"1,25,251",A nurse is put in charge of a mute actress and finds that their personae are melding together.,"(797, [18])",797.0,[18],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
The Third Man,1949,104,8.1,97.0,0.45,"1,76,630","Pulp novelist Holly Martins travels to shadowy, postwar Vienna, only to find himself investigating the mysterious death of an old friend, Harry Lime.","(1092, [53, 9648])",1092.0,"[53, 9648]",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
On the Waterfront,1954,108,8.1,91.0,9.6,"1,59,807","An ex-prize fighter turned New Jersey longshoreman struggles to stand up to his corrupt union bosses, including his older brother, as he starts to connect with the grieving sister of one of the syndicate's victims.","(654, [80, 18])",654.0,"[80, 18]",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Bridge on the River Kwai,1957,161,8.1,87.0,44.91,"2,27,269","British POWs are forced to build a railway bridge across the river Kwai for their Japanese captors in occupied Burma, not knowing that the allied forces are planning a daring commando raid through the jungle to destroy it.","(826, [18, 36, 10752])",826.0,"[18, 36, 10752]",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
Amores perros,2000,154,8.1,83.0,5.38,"2,46,958","A horrific car accident connects three stories, each involving characters dealing with loss, regret, and life's harsh realities, all in the name of love.","(55, [18, 53])",55.0,"[18, 53]",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,131
Rebecca,1940,130,8.1,86.0,4.36,"1,41,999",A self-conscious woman juggles adjusting to her new role as an aristocrat's wife and avoiding being intimidated by his first wife's spectral presence.,"(223, [9648, 18, 53, 10749])",223.0,"[9648, 18, 53, 10749]",0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0
"Shin seiki Evangelion Gekijô-ban: Air/Magokoro wo, kimi ni",1997,87,8.1,7.9263157894736835,,"59,685",Concurrent theatrical ending of the TV series Shinseiki Evangelion (1995).,"(18491, [16, 878, 28, 18])",18491.0,"[16, 878, 28, 18]",1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2
Hotel Rwanda,2004,121,8.1,79.0,23.53,"3,64,032","Paul Rusesabagina, a hotel manager, houses over a thousand Tutsi refugees during their struggle against the Hutu militia in Rwanda, Africa.","(205, [18, 36, 10752])",205.0,"[18, 36, 10752]",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,12
The Man Who Shot Liberty Valance,1962,123,8.1,94.0,,"79,606",A senator returns to a Western town for the funeral of an old friend and tells the story of his origins.,"(11697, [37])",11697.0,[37],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
Paper Moon,1973,102,8.1,77.0,30.93,"50,319","During the Great Depression, a con man finds himself saddled with a young girl who may or may not be his daughter, and the two forge an unlikely partnership.","(11293, [35, 80, 18])",11293.0,"[35, 80, 18]",0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8
Smultronstället,1957,91,8.1,88.0,193,"1,11,057","After living a life marked by coldness, an aging professor is forced to confront the emptiness of his existence.","(614, [18])",614.0,[18],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1
It Happened One Night,1934,105,8.1,87.0,4.36,"1,08,280","A renegade reporter trailing a young runaway heiress for a big story joins her on a bus heading from Florida to New York, and they end up stuck with each other when the bus leaves them behind at one of the stops.","(3078, [35, 10749])",3078.0,"[35, 10749]",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Mary and Max.,2009,92,8.1,7.892,204,"1,82,146","A tale of friendship between two unlikely pen pals: Mary, a lonely, eight-year-old girl living in the suburbs of Melbourne, and Max, a forty-four-year old, severely obese man living in New York.","(24238, [16, 35, 18])",24238.0,"[16, 35, 18]",0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
The Best Years of Our Lives,1946,170,8.1,93.0,23.65,"67,840","Three World War II veterans, two of them traumatized or disabled, return home to the American midwest to discover that they and their families have been irreparably changed.","(887, [18, 10749, 10752])",887.0,"[18, 10749, 10752]",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
Festen,1998,105,8.1,82.0,1.65,"90,734","At Helge's 60th birthday party, some unpleasant family truths are revealed.","(309, [18])",309.0,[18],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,35
PK,2014,153,8.1,7.912903225806452,10.62,"1,94,559",An alien on Earth loses the only device he can use to communicate with his spaceship. His innocent nature and child-like questions force the country to evaluate the impact of there religious views on there people.,"(297222, [35, 18, 12, 878])",297222.0,"[35, 18, 12, 878]",0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,7
All Quiet on the Western Front,1930,152,8.1,91.0,3.27,"65,838","A German youth eagerly enters World War I, but his enthusiasm wanes as he gets a firsthand view of the horror.","(49046, [18, 10752])",49046.0,"[18, 10752]",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Fanny och Alexander,1982,188,8.1,100.0,4.97,"65,764","Two young Swedish children in the 1900s experience the many comedies and tragedies of their lively and affectionate theatrical family, the Ekdahls.","(5961, [14, 18, 9648])",5961.0,"[14, 18, 9648]",0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,22
Les quatre cents coups,1959,99,8.1,8.085714285714285,244,"1,23,388","A young boy, left without attention, delves into a life of petty crime.","(147, [18])",147.0,[18],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9
The Grapes of Wrath,1940,129,8.1,96.0,0.06,"96,978","An Oklahoma family, driven off their farm by the poverty and hopelessness of the Dust Bowl, joins the westward migration to California, suffering the misfortunes of the homeless in the Great Depression.","(596, [18])",596.0,[18],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Trois couleurs: Rouge,1994,99,8.1,100.0,4.04,"1,07,010",A model discovers a retired judge is keen on invading people's privacy.,"(110, [18, 9648, 10749])",110.0,"[18, 9648, 10749]",0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,2
A Woman Under the Influence,1974,155,8.1,88.0,13.34,"27,173","Although wife and mother Mabel is loved by her husband Nick, her mental illness places a strain on the marriage.","(29845, [18])",29845.0,[18],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,25
Yi yi,2000,173,8.1,94.0,1.14,"26,696",Each member of a middle-class Taipei family seeks to reconcile past and present relationships within their daily lives.,"(25538, [18])",25538.0,[18],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,24
Andrei Rublev,1966,205,8.1,8.133333333333333,0.1,"55,562","The life, times and afflictions of the fifteenth-century Russian iconographer St. Andrei Rublev.","(895, [18, 36])",895.0,"[18, 36]",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,9
The Message,1976,177,8.1,8.033333333333333,,"49,399",This epic historical drama chronicles the life and times of Prophet Muhammad and serves as an introduction to early Islamic history.,"(26842, [12, 18, 28, 36])",26842.0,"[12, 18, 28, 36]",1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
Underground,1995,170,8.1,79.0,0.17,"59,881","A group of Serbian socialists prepares for the war in a surreal underground filled by parties, tragedies, love, and hate.","(80195, [27])",80195.0,[27],0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,67
Masaan,2015,109,8.1,7.922727272727273,,"29,630","Along India's Ganges River, four people face prejudice, a strict moral code and a punishing caste system as they confront personal tragedies.","(336203, [18])",336203.0,[18],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4
Lagaan: Once Upon a Time in India,2001,224,8.1,84.0,0.07,"1,17,612",The people of a small village in Victorian India stake their future on a game of cricket against their ruthless British rulers.,"(19666, [12, 10749, 18])",19666.0,"[12, 10749, 18]",0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,13
La battaglia di Algeri,1966,121,8.1,96.0,0.06,"63,112","In the 1950s, fear and violence escalate as the people of Algiers fight for independence from the French government.","(17295, [18, 10752, 36])",17295.0,"[18, 10752, 36]",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,3
Inherit the Wind,1960,128,8.1,75.0,,"31,726","Based on a real-life case in 1925, two great lawyers argue the case for and against a Tennessee science teacher accused of the crime of teaching evolution.","(1908, [18])",1908.0,[18],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10
Ôkami kodomo no Ame to Yuki,2012,117,8.1,71.0,,"47,386","After her werewolf lover unexpectedly dies in an accident while hunting for food for their children, a young woman must find ways to raise the werewolf son and daughter that she had with him while keeping their trait hidden from society.","(110420, [16, 10751, 18, 14, 12])",110420.0,"[16, 10751, 18, 14, 12]",0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
Ba wang bie ji,1993,171,8.1,83.0,5.22,"31,226",Two boys meet at an opera training school in Peking in 1924. Their resulting friendship will span nearly 70 years and will endure some of the most troublesome times in China's history.,"(10997, [18])",10997.0,[18],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3
Kis Uykusu,2014,196,8.1,88.0,0.17,"53,610",A hotel owner and landlord in a remote Turkish village deals with conflicts within his family and a tenant behind on his rent.,"(265169, [18])",265169.0,[18],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,26
Mr. Smith Goes to Washington,1939,129,8.1,73.0,9.6,"1,18,422","A naive youth leader is appointed to fill a vacancy in the U.S. Senate. His idealistic plans promptly collide with corruption at home and subterfuge from his hero in Washington, but he tries to forge ahead despite attacks on his character.","(3083, [35, 18])",3083.0,"[35, 18]",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
White Heat,1949,114,8.1,8.066666666666666,,"34,583",A psychopathic criminal with a mother complex makes a daring break from prison and leads his old gang in a chemical plant payroll heist.,"(15794, [80, 18, 53])",15794.0,"[80, 18, 53]",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
The General,1926,78,8.1,8.1,1.03,"94,849","After being rejected by the Confederate military, not realizing it was due to his crucial civilian role, an engineer must single-handedly recapture his beloved locomotive after it is seized by Union spies and return it through enemy lines.","(961, [35, 10752, 12, 28])",961.0,"[35, 10752, 12, 28]",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Kakushi-toride no san-akunin,1958,139,8.1,89.0,,"40,781","Lured by gold, two greedy peasants unknowingly escort a princess and her general across enemy lines.","(1059, [12, 18, 28, 35])",1059.0,"[12, 18, 28, 35]",1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Kumonosu-jô,1957,110,8.1,8.255555555555555,,"54,212","A war-hardened general, egged on by his ambitious wife, works to fulfill a prophecy that he would become lord of Spider's Web Castle.","(3777, [18, 36])",3777.0,"[18, 36]",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,-1
Le notti di Cabiria,1957,110,8.1,8.255555555555555,0.75,"50,686",A waifish prostitute wanders the streets of Rome looking for true love but finds only heartbreak.,"(19426, [18])",19426.0,[18],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,22
Jungfrukällan,1960,89,8.1,8.011111111111111,1.53,"30,615","In 14th-century Sweden, an innocent yet pampered teenage girl and her family's pregnant and jealous servant set out from their farm to deliver candles to church, but only one returns from events that transpire in the woods along the way.","(11656, [18])",11656.0,[18],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1
Dil Chahta Hai,2001,183,8.1,7.915384615384616,0.3,"74,200","Three inseparable childhood friends are just out of college. Nothing comes between them - until they each fall in love, and their wildly different approaches to relationships creates tension.","(14752, [18, 10749])",14752.0,"[18, 10749]",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,14
Ace in the Hole,1951,111,8.1,72.0,3.97,"37,836","A frustrated former big-city journalist now stuck working for an Albuquerque newspaper exploits a story about a man trapped in a cave to rekindle his career, but the situation quickly escalates into an out-of-control circus.","(25364, [18])",25364.0,[18],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Talvar,2015,132,8.1,7.922727272727273,0.34,"36,804",An experienced investigator confronts several conflicting theories about the perpetrators of a violent double homicide.,"(353464, [53, 18, 9648])",353464.0,"[53, 18, 9648]",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,3
Du rififi chez les hommes,1955,118,8.1,97.0,0.06,"35,854","Four men plan a technically perfect crime, but the human element intervenes...","(934, [18, 28, 80])",934.0,"[18, 28, 80]",1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6
Barfi!,2012,151,8.1,7.956521739130435,2.8,"84,517",Three young people learn that love can neither be defined nor contained by society's definition of normal and abnormal.,"(127501, [18, 10749, 35])",127501.0,"[18, 10749, 35]",0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Udaan,2010,134,8.1,7.923809523809524,0.01,"46,115","Expelled from his school, a 16-year old boy returns home to his abusive and oppressive father.","(540313, [28, 18, 80, 53])",540313.0,"[28, 18, 80, 53]",1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,8
Les diaboliques,1955,117,8.1,7.928571428571429,1.09,"67,729",The wife and mistress of a loathed school principal plan to murder him with what they believe is the perfect alibi.,"(827, [18, 27, 53])",827.0,"[18, 27, 53]",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,4
The Gold Rush,1925,95,8.1,8.0,5.45,"1,14,932","A prospector goes to the Klondike during the 1890s gold rush in hopes of making his fortune, and is smitten with a girl he sees in a dance hall.","(962, [12, 35, 18])",962.0,"[12, 35, 18]",0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
